,Chroma_Mean,Chroma_Var,RMS_Mean,RMS_Var,Spectral_Centroid_Mean,Spectral_Centroid_Var,Spectral_Bandwidth_Mean,Spectral_Bandwidth_Var,Rolloff_Mean,Rolloff_Var,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Var,Tempo,Tempo_Var,MFCC_1_Mean,MFCC_1_Var,MFCC_2_Mean,MFCC_2_Var,MFCC_3_Mean,MFCC_3_Var,MFCC_4_Mean,MFCC_4_Var,MFCC_5_Mean,MFCC_5_Var,MFCC_6_Mean,MFCC_6_Var,MFCC_7_Mean,MFCC_7_Var,MFCC_8_Mean,MFCC_8_Var,MFCC_9_Mean,MFCC_9_Var,MFCC_10_Mean,MFCC_10_Var,MFCC_11_Mean,MFCC_11_Var,MFCC_12_Mean,MFCC_12_Var,MFCC_13_Mean,MFCC_13_Var,Label
classical.00004_segment_2,0.2328346222639084,0.08579964935779572,0.043962541967630386,0.00016596048953942955,1788.7866864132986,73460.97267208147,1661.4902258352663,30731.035060416554,3298.5020188333815,365154.0256638739,0.12187092154872389,0.0008110613557027799,107.666015625,11591.970920562744,-247.9384002685547,119.16732788085938,-41.51256561279297,32.57893371582031,-19.232004165649414,12.439470291137695,-17.199203491210938,8.273015975952148,-3.8606905937194824,10.123527526855469,-19.494476318359375,-0.7363715767860413,-6.7749834060668945,481.37139892578125,287.9556579589844,109.32078552246094,56.6064338684082,71.43047332763672,61.19956588745117,52.066551208496094,127.69991302490234,88.96295928955078,84.40855407714844,186.12637329101562,136.107421875,112.85166931152344,0
classical.00004_segment_3,0.2111603021621704,0.08483153581619263,0.04169242084026337,0.00018058469868265092,1707.81062489175,61547.22924794651,1616.111930745936,29066.919401696043,3157.5869389863688,336264.5571834598,0.11643751812645012,0.0006261796755333821,107.666015625,11591.970920562744,-267.1042785644531,121.56793212890625,-39.48268127441406,34.69577407836914,-17.38981819152832,14.029520988464355,-17.273405075073242,7.029498100280762,-8.259583473205566,13.101302146911621,-16.85468292236328,-0.16729636490345,-8.404081344604492,622.646240234375,198.56800842285156,122.89468383789062,80.54109191894531,76.80020904541016,70.18862915039062,55.733585357666016,109.7644271850586,114.83963775634766,115.94518280029297,242.63427734375,208.77163696289062,103.85984802246094,0
classical.00001_segment_1,0.2563565671443939,0.08496800810098648,0.025231536477804184,0.0001049558341037482,1281.036733337529,46413.55843253797,1485.972192060425,28383.61325872788,2409.295640135586,226396.61673732992,0.07044844837587007,0.000602823171885078,117.45383522727273,13795.403409595334,-327.2783203125,143.25221252441406,-23.26401710510254,37.7957878112793,-10.813657760620117,11.56843376159668,-16.487905502319336,8.010050773620605,-11.829071998596191,4.835362911224365,-10.935912132263184,4.0086750984191895,-2.922863006591797,843.5986328125,210.99468994140625,147.65933227539062,79.70899200439453,85.30245208740234,82.59307861328125,90.76935577392578,67.7030029296875,42.86621856689453,48.51471710205078,73.97573852539062,60.97499465942383,118.02154541015625,0
classical.00001_segment_2,0.1883503496646881,0.08326852321624756,0.034313004463911057,0.00018905849719885737,1328.9267364544717,47620.77659639509,1363.7716515169209,28870.673770574573,2140.55526981221,328040.7146277411,0.09489083345417633,0.0003333933768844648,123.046875,15140.533447265625,-329.9924621582031,134.58021545410156,-26.251752853393555,19.1004638671875,-13.405631065368652,21.900785446166992,1.2464101314544678,4.082397937774658,-8.188803672790527,-2.949890613555908,-10.248435020446777,-0.1810411810874939,5.691786766052246,1096.89794921875,370.1372985839844,214.68251037597656,173.1372528076172,110.64762115478516,68.07725524902344,104.76549530029297,70.49644470214844,51.631072998046875,94.26475524902344,114.18777465820312,100.8886489868164,134.0353546142578,0
classical.00001_segment_3,0.19981342554092407,0.08396200835704803,0.03217141702771187,0.00014432180614676327,1475.0467615402156,72862.23410461056,1479.1850628898371,32743.725358201973,2620.3310229662125,445725.29689743585,0.09737982163573086,0.0005073911714604915,112.34714673913044,12621.881380423707,-319.67681884765625,130.5343017578125,-33.163047790527344,23.49924087524414,-18.48708724975586,26.04804801940918,-7.299299240112305,-1.3060226440429688,-16.96780776977539,0.2334613800048828,-6.380178928375244,10.443986892700195,9.195920944213867,928.3818359375,381.8323059082031,122.6292953491211,108.39109802246094,133.42373657226562,102.04289245605469,77.05394744873047,73.5970230102539,104.74026489257812,93.3973388671875,98.54812622070312,139.47315979003906,268.33966064453125,0
classical.00002_segment_1,0.25650325417518616,0.08343806862831116,0.05057784914970398,0.00018571375403553247,1495.3042364269554,44877.57451370179,1561.9555659119605,32913.56979280992,2707.612939113254,338708.1434803454,0.09515253407772621,0.0004720068207132927,99.38401442307692,9877.182322846362,-228.10159301757812,142.0133819580078,-38.86030960083008,26.914701461791992,-20.597379684448242,27.62761878967285,-9.05747127532959,7.5030317306518555,-20.61700439453125,2.8953917026519775,-12.860129356384277,9.717517852783203,-1.665624737739563,818.8388671875,192.80364990234375,240.3471221923828,112.09190368652344,52.39201354980469,100.6763687133789,88.42562866210938,78.98912048339844,51.85465621948242,75.5888671875,63.03652572631836,91.51327514648438,110.98078918457031,0
classical.00002_segment_2,0.28874877095222473,0.0820501521229744,0.04145758971571922,0.0001745158078847453,1430.527400865074,31554.88462874417,1598.1261256422843,22812.43730637678,2729.9954797165024,184675.45966270205,0.08220458417923433,0.0003948602691741897,99.38401442307692,9877.182322846362,-238.10647583007812,144.707763671875,-31.38665771484375,34.612205505371094,-13.579513549804688,21.073129653930664,-11.113122940063477,9.218281745910645,-18.62213134765625,6.530803680419922,-10.870250701904297,7.618438243865967,-2.2542591094970703,920.780029296875,178.34896850585938,104.87490844726562,147.62525939941406,41.20066452026367,61.275634765625,57.11135482788086,48.00544738769531,45.23994827270508,65.1611557006836,72.15338897705078,46.495948791503906,92.77484893798828,0
classical.00002_segment_3,0.28788939118385315,0.08541293442249298,0.03931519016623497,0.00014413867029361427,1545.3473853047951,34390.293363819525,1642.1521550561426,35788.053685309314,2920.52186049884,270591.13863352465,0.09236219366299304,0.00024283472814677038,99.38401442307692,9877.182322846362,-240.9186248779297,138.27569580078125,-35.33503341674805,33.027679443359375,-16.556732177734375,22.170215606689453,-14.407794952392578,7.664613246917725,-19.160968780517578,4.588576316833496,-13.009894371032715,10.575874328613281,-1.5432415008544922,742.5230102539062,202.67701721191406,88.91263580322266,110.31024169921875,37.039730072021484,58.98147964477539,80.02912139892578,48.2354621887207,53.77463912963867,84.54886627197266,42.588382720947266,61.945247650146484,94.56878662109375,0
classical.00021_segment_1,0.262315571308136,0.08248031884431839,0.06483125686645508,0.001229316578246653,1573.7743683734716,134190.53281217717,1602.0373530202348,104990.7031471228,3006.879497625435,688747.1965694271,0.09474355604698376,0.0007303101158796146,135.99917763157896,18495.776316465766,-216.759765625,143.6171875,-38.85322952270508,28.015071868896484,-15.568236351013184,5.580841064453125,-20.829235076904297,5.288179874420166,-13.315357208251953,9.672140121459961,-13.92691707611084,1.088976263999939,-11.596010208129883,9754.8681640625,572.410400390625,133.8277587890625,147.71151733398438,142.29751586914062,114.94743347167969,112.77882385253906,126.34846496582031,63.010398864746094,121.02285766601562,101.93162536621094,55.27384567260742,158.51356506347656,0
classical.00021_segment_2,0.25421780347824097,0.08454792201519012,0.014818702824413776,4.720284778159112e-05,1350.9347785678422,66258.06735402081,1432.130620801419,36999.99149874663,2533.174009389501,314997.42877319653,0.07222823919663574,0.000351386099745594,135.99917763157896,18495.776316465766,-371.29901123046875,148.619140625,-40.928462982177734,27.98012351989746,-16.686798095703125,-7.555249214172363,-18.75473403930664,-0.9432316422462463,-10.363672256469727,0.10464464873075485,-13.52763843536377,2.710704803466797,3.951932430267334,1251.4676513671875,398.84820556640625,182.79031372070312,69.90290832519531,70.4244613647461,49.33259201049805,53.57283020019531,38.78117752075195,59.70466232299805,67.61396789550781,73.75979614257812,97.35154724121094,86.26663208007812,0
classical.00021_segment_3,0.28616270422935486,0.08408995717763901,0.05658438801765442,0.0018142638728022575,1191.5497482372616,50787.26418083912,1293.8914099463896,47079.46358668874,2172.3804447324537,252482.87892948184,0.07120975928074245,0.00023917456574367384,135.99917763157896,18495.776316465766,-259.63311767578125,169.38949584960938,-31.787517547607422,20.125110626220703,-9.806987762451172,-5.39080286026001,-10.637166023254395,1.7228262424468994,-4.9044294357299805,-1.0496127605438232,-12.615843772888184,-2.7635598182678223,-2.0677974224090576,6562.00244140625,494.00042724609375,151.50706481933594,113.1645278930664,66.06864166259766,126.99091339111328,135.91624450683594,128.8939208984375,90.69404602050781,63.479434967041016,81.12590789794922,69.91304779052734,58.71249008178711,0
classical.00007_segment_1,0.31529080867767334,0.09003287553787231,0.03207504004240036,0.0007010760600678623,1079.5694225238042,73475.04957657796,1411.4077725503703,36388.3912807217,2152.0463062826275,400609.092220795,0.048870042415893274,0.00042424114766413716,103.359375,10683.160400390625,-329.5953369140625,145.92236328125,-12.00712776184082,37.098541259765625,-0.4479507505893707,7.6216840744018555,-3.052994966506958,5.659016132354736,-1.3591755628585815,1.5738123655319214,-5.226906776428223,-1.2297468185424805,-4.01994514465332,9892.9482421875,686.1005859375,525.1854248046875,144.39662170410156,142.334228515625,57.63924789428711,98.19303131103516,54.178993225097656,71.67525482177734,39.1328125,61.95584487915039,35.849002838134766,56.23847198486328,0
classical.00007_segment_2,0.2751578092575073,0.08498446643352509,0.05525106564164162,0.0007602627738378942,1495.1551110555204,134210.79572938982,1621.074079162574,38800.8507898297,2954.870067339762,470933.25236217136,0.078115936774942,0.0011185713829452756,112.34714673913044,12621.881380423707,-231.30593872070312,136.5904541015625,-28.46621322631836,41.83902359008789,-9.57000732421875,7.363921165466309,-15.438814163208008,7.427786827087402,-9.894658088684082,9.911842346191406,-6.3147478103637695,7.108469009399414,-3.7884013652801514,3216.9697265625,495.4001159667969,130.48814392089844,53.141170501708984,88.85008239746094,42.035179138183594,76.42825317382812,46.36948013305664,56.36552429199219,72.45114135742188,66.07193756103516,78.36951446533203,102.5515365600586,0
classical.00007_segment_3,0.24074384570121765,0.08469832688570023,0.03513506054878235,0.0005383654497563839,1502.8688423025974,65124.140948714885,1518.3661990928915,48164.12029060118,2894.242359701276,258934.64716013533,0.09204271497969838,0.0009465514893208648,107.666015625,11591.970920562744,-304.276611328125,131.32528686523438,-38.006587982177734,35.517127990722656,-12.662220001220703,9.250079154968262,-8.827620506286621,0.7481561899185181,-3.8078765869140625,9.312917709350586,-2.0874011516571045,-0.1617806851863861,-6.121647834777832,5927.7109375,206.55755615234375,644.1283569335938,158.705322265625,175.03440856933594,105.2718276977539,57.552764892578125,336.63726806640625,89.70320892333984,170.94129943847656,112.81306457519531,124.08706665039062,47.17967987060547,0
classical.00022_segment_1,0.24900604784488678,0.08069278299808502,0.06282685697078705,0.0005824209074489772,1252.715179215825,21102.15151938046,1366.3878993535407,18813.53668275768,2265.208035002175,104245.63517332335,0.07601100275522042,0.00017161779546254316,107.666015625,11591.970920562744,-228.26670837402344,165.60342407226562,-36.87217330932617,27.488319396972656,-10.60847282409668,4.438453197479248,-15.68564224243164,3.5905072689056396,-13.908931732177734,4.929595947265625,-11.182841300964355,2.3710339069366455,-6.122066497802734,2010.4017333984375,164.2581787109375,35.55147933959961,63.936614990234375,43.46856689453125,60.57911682128906,46.78551483154297,42.90785598754883,46.21678924560547,35.18630599975586,58.80830383300781,85.74498748779297,65.61638641357422,0
classical.00022_segment_2,0.2894101142883301,0.08848267048597336,0.059945449233055115,0.0009016729309223592,1348.1889255572771,61003.75585233126,1480.865881381589,96043.30945721875,2522.782115537993,476881.0658645529,0.0747897331786543,0.0004874086909564401,107.666015625,11591.970920562744,-250.05401611328125,151.6493377685547,-33.297752380371094,21.84575080871582,-8.4987211227417,6.232998371124268,-14.616459846496582,-0.7136490941047668,-16.04174041748047,5.5136308670043945,-5.557153224945068,7.530614376068115,-5.091464996337891,15004.8603515625,825.5189819335938,790.4010009765625,73.15496063232422,163.58055114746094,36.06063461303711,90.89302062988281,47.459312438964844,84.97314453125,36.084197998046875,84.68339538574219,67.32330322265625,72.38410949707031,0
classical.00022_segment_3,0.29009854793548584,0.0886463075876236,0.02074304223060608,6.601055065402761e-05,1032.7649328528657,34869.21975941973,1254.6748084011808,27976.26909907619,1928.6455689892691,169326.0067911155,0.05420261745939675,0.00023348479653639997,135.99917763157896,18495.776316465766,-367.7276611328125,175.7354278564453,-27.19618797302246,30.812467575073242,1.3110666275024414,6.896703243255615,-11.088821411132812,2.3019707202911377,-10.15081787109375,4.4078803062438965,-3.1782066822052,7.067501544952393,-4.195141792297363,2643.035400390625,314.4673767089844,187.84762573242188,231.3374786376953,122.93991088867188,52.119205474853516,55.04297637939453,48.09862518310547,64.00885772705078,50.210018157958984,88.68621063232422,41.488529205322266,48.2972297668457,0
classical.00023_segment_1,0.27101853489875793,0.09236957132816315,0.014178630895912647,3.140075205010362e-05,828.7257108473677,20468.51274091376,1374.4789754152887,32862.961103159556,1512.345302077291,188832.20098994733,0.03234438442575406,0.00015837128636587514,123.046875,15140.533447265625,-448.94488525390625,168.2718963623047,12.72530460357666,35.72367477416992,12.004853248596191,16.121122360229492,-1.9884477853775024,10.310273170471191,-2.935781717300415,14.21019458770752,-4.323904037475586,-0.7874070405960083,-9.943354606628418,2424.1298828125,277.6432800292969,309.4423522949219,88.3222427368164,42.774932861328125,50.43569564819336,33.25901794433594,33.25281524658203,35.4032096862793,41.322669982910156,27.494752883911133,77.04009246826172,111.24059295654297,0
classical.00023_segment_2,0.27356669306755066,0.084398552775383,0.017612483352422714,1.5182723473117221e-05,1048.692429380441,35052.630365811296,1425.8424683858716,14287.103648126686,1978.8064412340486,239463.01027772826,0.051337505437935034,0.0002468355002545904,117.45383522727273,13795.403409595334,-385.533203125,167.9857177734375,-12.225193977355957,34.86072540283203,3.3656249046325684,13.754339218139648,-7.504696369171143,14.897208213806152,-5.672062873840332,10.3152437210083,-19.643463134765625,-7.837025165557861,-11.479619026184082,2350.320556640625,71.7709732055664,225.68772888183594,43.87799072265625,64.29912567138672,34.39117431640625,32.60029983520508,37.482177734375,27.111572265625,58.05582809448242,66.49959564208984,77.71912384033203,31.624038696289062,0
classical.00023_segment_3,0.2576821446418762,0.08826100081205368,0.019533250480890274,7.373125845333561e-05,1077.3304606606666,51424.0340086207,1417.9261200995559,29682.39538759049,2075.6558942684164,278343.49079391366,0.04871030307424594,0.0004220555967479127,123.046875,15140.533447265625,-389.7644958496094,158.36102294921875,-12.992969512939453,31.88484001159668,3.3188841342926025,4.002872943878174,-11.592567443847656,7.759975433349609,-4.829651355743408,9.885066986083984,-10.74374771118164,-4.343045711517334,-5.659579753875732,2782.217041015625,286.9623107910156,229.70358276367188,123.02326202392578,111.70691680908203,43.90943145751953,90.96538543701172,27.620548248291016,42.53746795654297,42.99945068359375,75.53437042236328,72.9513168334961,109.8106689453125,0
classical.00011_segment_1,0.22798950970172882,0.08503338694572449,0.021272718906402588,0.00010014043073169887,973.9785848120695,95159.52299312352,1174.7031761772955,93091.15318006893,1757.6539502066416,642561.2202345295,0.05511460448085847,0.00026460437063205385,143.5546875,20607.948303222656,-389.3302307128906,167.04368591308594,-3.2762906551361084,29.43756866455078,2.907104253768921,-5.724196910858154,-9.960071563720703,-6.537592887878418,-7.365246772766113,-1.436640977859497,-7.1423468589782715,1.7527915239334106,1.2333500385284424,2244.660888671875,474.2434387207031,252.2655487060547,250.99082946777344,70.85955047607422,127.18194580078125,61.4782600402832,76.13689422607422,58.82144546508789,43.93655776977539,79.39225006103516,45.308231353759766,53.88188171386719,0
classical.00011_segment_2,0.24151065945625305,0.08434844762086868,0.01879878342151642,4.8616708227200434e-05,961.6028720100968,22521.373685981293,1078.526084053708,12827.7223810067,1693.6039121410963,70811.82404472533,0.06752782410092807,0.0004040105083308952,151.99908088235293,23103.72058908007,-396.158935546875,186.81983947753906,-24.96841049194336,26.591026306152344,3.5288612842559814,-0.59524005651474,-9.449865341186523,-5.817126750946045,-6.701751708984375,3.0954418182373047,-1.7665185928344727,-2.4594295024871826,-4.349009037017822,768.8751220703125,162.67474365234375,107.287841796875,55.405555725097656,68.3089370727539,47.975650787353516,49.452667236328125,46.38656997680664,58.692352294921875,75.82804107666016,77.88993835449219,64.71704864501953,86.20497131347656,0
classical.00011_segment_3,0.2582342326641083,0.07983329892158508,0.024342216551303864,6.95113922120072e-05,916.0463073205169,120600.35908624201,1089.9463146302023,78655.16273224186,1641.1698131162993,522805.34687712387,0.059213448013341066,0.00043610286247003745,129.19921875,16692.43812561035,-381.9524841308594,194.13233947753906,-14.976211547851562,30.776897430419922,-1.0143942832946777,2.7424216270446777,-8.22299575805664,-1.6058975458145142,-4.043450355529785,14.521001815795898,4.3489089012146,0.4660007059574127,-9.374907493591309,1629.6783447265625,1219.3001708984375,73.34258270263672,62.57100296020508,32.7892951965332,49.825313568115234,22.009950637817383,26.084505081176758,34.3514404296875,82.76216125488281,80.14787292480469,30.415075302124023,100.65645599365234,0
classical.00016_segment_1,0.1881568878889084,0.08122865855693817,0.004993727430701256,6.531742201332236e-06,885.0633818737559,19794.93911287654,1380.179874138089,28832.254045032354,1513.3695031540024,147414.40046699994,0.03756027044663573,0.00010922584252560245,99.38401442307692,9877.182322846362,-551.1859741210938,160.58738708496094,-0.6770294904708862,31.524845123291016,2.4568448066711426,9.91815185546875,-3.5815608501434326,10.898908615112305,0.37608081102371216,9.907072067260742,-3.2687008380889893,3.225954532623291,-4.006009101867676,2242.593017578125,165.3616180419922,156.20420837402344,59.816444396972656,56.200904846191406,30.6175537109375,34.27914810180664,28.439159393310547,28.66974449157715,48.183692932128906,42.58828353881836,37.673892974853516,62.929195404052734,0
classical.00016_segment_2,0.22070430219173431,0.08440052717924118,0.007533768657594919,3.37353344548319e-06,945.0185669537992,43213.72562583026,1381.663206826883,35556.27750433248,1716.061394286543,309695.0466965223,0.04000280959976798,0.0002005944529320582,99.38401442307692,9877.182322846362,-491.2135925292969,167.82583618164062,-4.007394313812256,36.28057098388672,-3.043346643447876,11.904516220092773,-5.920045852661133,16.436620712280273,-3.1660823822021484,4.221370220184326,-17.794960021972656,-3.604534864425659,-5.467348575592041,1045.035400390625,198.05384826660156,111.67357635498047,30.16400146484375,66.71499633789062,26.31939697265625,39.25209045410156,74.63871002197266,62.882755279541016,71.75762939453125,95.41411590576172,65.79966735839844,72.59961700439453,0
classical.00016_segment_3,0.2415078580379486,0.08512768894433975,0.011481537483632565,2.2004123820806853e-05,1334.5577678499887,81967.87928313998,1608.188719165245,49165.77733851182,2614.5855047310033,513332.0817941111,0.06519744235788863,0.0004897092689768267,103.359375,10683.160400390625,-412.5787658691406,146.169921875,-20.09309196472168,30.85536766052246,-14.056297302246094,11.365005493164062,-12.732000350952148,8.790914535522461,-13.786638259887695,5.184879779815674,-14.25033187866211,2.551504135131836,-1.3395497798919678,2035.2677001953125,251.86050415039062,98.57499694824219,30.82420539855957,91.25433349609375,40.93475341796875,55.972023010253906,59.27853012084961,86.87110137939453,102.58313751220703,126.70325469970703,74.29837799072266,85.22020721435547,0
classical.00010_segment_1,0.2618407905101776,0.0838201493024826,0.024763358756899834,0.00046171655412763357,1395.7053920526298,116253.53262543184,1569.6151580441076,48805.99459623728,2717.0555734302493,470691.9140187245,0.07340192684164733,0.0009419010146808132,103.359375,10683.160400390625,-330.5345153808594,133.45533752441406,-23.85243034362793,32.378116607666016,-5.75936222076416,3.0449469089508057,-10.449654579162598,3.601996660232544,-3.042476177215576,5.560220241546631,-7.035949230194092,2.1942031383514404,-0.06384970992803574,6044.86083984375,238.08758544921875,626.6439819335938,81.46588897705078,177.33592224121094,138.92282104492188,81.0711441040039,129.1607666015625,52.945213317871094,94.47974395751953,70.86688232421875,67.79278564453125,91.46124267578125,0
